,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0,18.21356503,12.07655328,23.75920482,15.55473954,3.98866714,3.103449899,3.008079436,0.800545355,1.763352394,4.638815815,2.811434376,2.906148758
1,18.53233749,11.71321581,21.93883694,17.25065736,4.326256179,3.393257257,2.079247317,0.318589618,1.616204123,4.316672471,2.829598047,3.680552353
2,18.49333226,12.33618261,22.36349396,16.76397062,4.919035417,3.103758422,2.505775193,0.734634202,1.94743934,5.026366303,3.510659637,3.706789715
3,18.81040408,12.07734511,22.57487904,16.42828322,5.29838481,2.693436876,2.775650745,0.325254043,1.910640613,4.760944817,3.481695186,3.7056074
4,19.57471871,11.27964835,25.28312668,15.7588732,5.820563082,2.555692731,1.767040704,0.841908042,1.202962393,5.450481769,4.265358905,2.943721353
5,18.83812895,12.79120489,23.05690761,16.93789099,5.18442239,3.095003778,2.508248586,0.787583017,1.753330213,5.364221904,4.018004097,3.50212439
6,18.38193251,12.16740889,23.10803111,16.66488384,5.23873898,2.647494129,1.761498746,1.01323795,1.297898553,5.012957064,3.632355364,3.592218852
7,18.66020807,12.42648601,22.21744972,16.61493958,5.177024081,2.528603498,2.139098536,0.508929556,1.579592288,5.289142598,3.489986645,3.545226045
8,19.46809992,11.98586487,25.09256834,16.16889742,5.691987115,2.54765552,2.133572521,0.977424711,1.571466184,4.980937175,3.736294957,2.941944101
9,19.54052933,11.68476814,22.11915869,16.21033003,5.735622567,3.407966709,2.757358131,0.777526845,1.662852528,5.559337818,4.05678572,3.683919658
10,19.1688457,12.6593682,22.71096766,16.9474212,5.52832081,2.627767889,2.262664837,0.320097923,1.633011046,5.219770849,4.023329202,3.499171903
11,19.12667685,12.29492063,25.11943555,16.14380361,5.300574276,2.653724417,2.778306852,0.303517138,1.995715909,4.577917958,3.668905785,3.613537881
12,18.59945434,12.12278209,22.33316964,16.88099078,4.813634666,3.6908202,2.483670495,0.698792817,2.033032306,4.599876436,2.856603845,3.591067386
13,18.30972522,12.02825315,24.28690123,15.40962591,4.2589586,3.037647379,2.318092602,1.026721581,1.69754537,4.872743387,2.803461548,2.908122262
14,18.35458494,11.99440463,22.77148853,16.5006103,4.197644859,3.202087407,2.349083724,0.328109454,1.187746615,4.724507116,2.896443593,3.578931089
15,19.34438164,12.0421552,22.57219127,16.42314927,4.54838584,3.406300718,2.806538022,0.702468133,2.718730738,4.228151869,2.997405153,2.939557478
16,19.36691907,11.58122541,24.09073005,16.22593938,5.099367772,3.097533512,2.037864548,0.890194535,1.607008904,4.808485237,3.678187727,3.057283496
17,18.0469781,11.42846845,23.54708744,16.53226951,4.228864517,3.785763478,2.88876218,1.291876345,2.286108676,3.813898532,2.838652025,3.061695859
