,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0,18.28967476,13.27575947,22.34951582,16.59424494,4.626247739,3.154892424,2.277231333,0.685216953,1.645253281,5.832056282,3.499495094,3.708229707
1,18.24411253,12.0396209,23.94560338,15.94738584,3.987348512,3.153812817,2.276882554,0.684868174,1.644904502,4.594465971,2.852053966,3.072241042
2,18.14459809,11.40940536,25.25845633,15.86194681,4.19510405,3.86483304,3.182056308,1.507669802,2.354632233,3.974891,2.89129601,3.067488571
3,19.65213859,12.56365365,21.86866455,17.358754,5.230737636,4.105959498,2.468560923,0.779077093,2.003502108,5.377040948,3.993728187,3.668647567
4,20.05982513,12.19607149,22.9630732,16.90351595,5.383445348,3.535708108,2.630867676,0.836202793,2.427015275,4.912846136,4.065826671,3.050480906
5,18.03354605,11.0767101,22.30993875,17.45250298,4.151397846,4.46075573,2.206794665,0.972154744,1.647288417,3.978353362,2.7923614,4.375394082
6,18.46063133,12.69446111,23.36026013,16.67683764,4.525986136,3.532665066,2.668324614,0.797254577,2.022708453,4.878105388,3.509646179,3.711459909
7,18.60737029,12.63274707,23.514669,16.06818107,3.873841621,3.566991526,2.702131463,0.831061426,2.056515302,4.803459196,2.887537842,3.076666401
8,18.81603504,11.75044657,24.4597727,15.78999731,4.49403504,3.50801817,2.558825206,1.139040713,1.995661438,5.029742893,3.437901911,3.075689459
9,19.54379353,12.36078237,22.83800211,17.08791985,5.332670413,3.839703179,2.496833357,0.779991467,1.737245789,5.520204017,3.988002199,3.666271978
10,18.65198367,12.40235921,24.50193622,15.99110982,4.171517995,3.298637114,2.547748459,0.830906569,1.788160891,4.965151116,2.884430714,3.074290812
11,19.12068668,12.55492727,21.87744459,16.76593622,4.654563291,4.141185372,2.476316534,0.786832704,2.011257718,5.37341275,3.416399537,3.696117831
12,18.86084282,12.37081113,22.78507869,17.08285615,5.304383485,3.826401958,2.497060329,0.780218439,1.737472761,5.476619647,3.945982099,4.291008597
13,18.13578022,12.10183192,22.34873463,17.25587628,4.812609849,3.857640457,2.524614553,0.99186651,1.665004507,4.972931069,3.459189048,4.401606945
14,18.04095015,11.0732219,24.69684139,16.3553748,3.928857628,4.085549249,2.516642971,1.096858478,1.953479203,3.804340521,2.835527274,3.695402772
15,18.04043737,11.0692859,24.82387325,16.19017739,3.932103521,3.934292728,2.527751751,1.10388373,1.964587983,3.80365041,2.832848957,3.537120999
16,18.28320253,11.7132289,24.88754952,15.82775795,3.917495359,3.506388152,2.557643581,1.137859088,1.994479813,4.399359155,2.883083762,3.075241066
17,18.5388522,11.700722,23.30405395,17.02604497,4.072230348,4.141918249,2.200723407,0.782222005,2.009848203,3.926846875,2.838634401,3.697895483
18,18.25527128,11.68329191,23.80847711,16.69736471,4.467476386,4.099226838,2.839364282,1.168738016,2.129522093,4.162172778,2.837586525,3.530648922
19,18.96199683,11.5823689,24.56059538,15.79684829,4.598712314,3.469730048,2.549909451,1.130124957,1.986745683,4.949716106,3.567695657,3.046317092
20,18.28859461,11.42712055,23.69681442,16.78174355,3.826508087,4.547247734,2.615747898,1.197045651,2.415177689,3.686284291,2.838634401,3.697895483
21,18.56116162,11.994011,23.31033581,16.77847595,4.080747227,4.146141389,2.480321676,0.790837846,2.015262861,4.223963279,2.839594081,3.697068706
22,19.06056974,12.11949008,23.45511085,16.2241609,4.399816027,3.975986386,2.662913437,1.24421119,2.462343227,4.936012562,3.456837382,3.079468596
23,18.78110458,12.34072901,23.49593033,16.49842812,4.060868078,3.563925401,2.242892266,0.824390864,2.052017062,4.521865509,2.886190889,3.077733776
24,18.65784497,11.74185348,24.5264497,16.08172157,4.545492009,2.963417835,2.176936109,1.087105192,1.613822259,4.364181958,3.037262757,2.939917765
25,17.98942154,11.4180261,23.30732057,16.20252357,4.428817971,3.786521401,2.496213777,1.35027505,1.655642873,4.579941544,2.839298882,3.697681335
26,18.81054556,11.44097472,22.62162936,17.17529564,4.199430342,3.949237868,2.529112421,0.732602248,2.328694275,3.653898541,2.799320601,3.564971375
27,18.53084699,12.06712756,23.88985242,16.2541267,3.815145817,3.970416495,2.659078366,1.240376119,2.458508156,4.281302925,2.886190889,3.077733776
28,18.11107652,11.97129564,23.32450806,16.23874597,3.991437528,3.777943684,2.994113726,0.790216627,1.647065156,4.660733928,2.834728089,3.692680194
29,19.85872035,11.91848181,22.5697413,17.12973164,5.537883441,2.761520936,2.21206159,0.419649037,1.652615423,5.072673772,4.060700701,3.046565058
30,17.85706898,11.26501057,23.073195,17.01982285,4.200274833,5.12497685,3.139929285,1.465542779,2.31250521,3.882503451,2.79890846,4.369759404
31,18.07513599,11.12300342,23.42932295,16.5552263,4.157740789,3.527970111,2.117771614,0.878588817,1.558265366,4.018810283,2.830830115,3.53617439
32,18.40170849,12.26115932,21.95347593,16.07097322,4.315289343,3.697903291,3.095685033,0.694234952,1.925463319,4.974913192,2.794884834,3.708621476
33,18.50222584,11.52753019,23.56956042,16.11431212,4.340154123,2.785182294,2.503017113,0.419421037,1.627033084,4.197845171,2.864135185,3.070714393
34,18.32577686,11.74571047,23.49698121,16.60663731,3.972534511,3.168986963,2.723126729,0.814781586,1.671157874,4.387514663,2.880622073,3.059158514
35,18.14415118,11.75767693,23.48732329,16.8545077,4.27923111,3.741796043,2.660085733,0.80028606,1.758097029,4.240379195,2.927417061,3.543412451
36,19.27504661,12.12799774,22.08762697,17.33230892,5.010415983,3.403767991,2.529056449,0.419421037,1.65307242,4.796190881,3.463537333,3.68930009
37,18.38044542,12.04059861,22.95610941,16.49027594,4.465805651,3.418472658,2.4500175,0.701309959,1.281604638,4.748015422,2.915557257,3.697427872
38,18.50726584,11.87427465,22.48359282,17.11428388,4.153112444,3.172702442,2.23318307,0.817379962,1.674613572,4.523976627,2.876606981,3.060015639
39,18.90169885,12.4291535,22.48344472,16.86674783,4.805882454,3.81707344,2.869421435,1.013266599,1.690740801,5.284097416,3.453305153,3.688134305
40,18.45219128,11.67269464,24.15894446,16.14897065,4.160876512,3.209130824,2.548751648,0.83877764,1.696394155,4.334441916,2.814261835,3.075046344
41,19.15883759,11.41868263,23.74161483,16.66828684,5.102583992,3.305314894,1.738294528,0.608724127,1.175362553,4.745428361,3.539594873,3.692199727
42,18.19926792,11.25492191,24.30506629,16.681392,3.9891111,3.772437571,2.102192345,0.681701139,1.640367526,3.861319346,2.835527274,3.695402772
43,19.02220146,11.81119497,23.32916146,16.92894745,5.019409531,3.565480383,2.512083142,0.731256733,1.948919374,4.539402283,3.568922985,3.649815609
