,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0,19.0670157,12.39243804,20.98061595,17.79734273,5.21002991,3.796376544,2.847404898,0.431806251,2.361042038,4.61842824,3.459005744,4.36570824
1,18.8088512,12.98058765,21.00660512,18.01557286,5.278869548,3.305392929,2.212305591,0.322053811,1.176538049,5.656917949,4.165694362,4.357716041
2,18.36809777,12.06952449,22.85269374,17.16761141,4.444566723,4.350535251,2.610263141,1.201576651,2.15456631,4.512898488,2.810401462,3.753057245
3,18.60069789,12.30698544,22.63779838,16.47115405,5.451530267,2.797856831,2.476521535,0.789399514,1.64189904,5.240645088,3.492707522,3.731416936
4,18.55860062,12.39162242,24.14755092,15.91571004,4.163981815,3.301962281,2.55040182,0.833559931,1.790814252,4.960214426,2.814020337,3.074962617
5,18.52621349,12.26859746,22.62132661,15.67491921,4.619475609,2.653812869,2.408064408,0.684347584,1.67183881,5.098352154,2.880421579,2.939236444
6,18.90198631,12.41704835,22.09337174,16.64836839,4.440614891,3.851918764,2.516589933,0.624542513,2.038296205,4.82040022,2.823102839,3.76392201
7,18.33492228,11.93859843,22.58903763,16.53931768,4.548721931,4.087034225,2.877045182,0.959393015,2.273218066,4.365232236,2.84053206,3.696752966
8,18.50641358,11.80915003,23.07490555,16.76736704,3.86482718,3.55220883,2.518721037,0.829274473,2.053691248,3.999227533,2.811699727,3.064707759
9,19.05941582,11.44652086,23.67120193,15.75771498,4.944046749,3.428647625,2.139660001,1.19158629,1.94169383,4.756747106,3.441523661,3.053604529
10,18.84911462,11.10654577,21.49601636,17.00826687,5.316060449,3.399375576,2.183357583,0.975680519,1.619607367,4.839461413,3.402424835,3.682823105
11,19.14942646,11.42678943,23.30712991,16.3573907,5.09129797,2.664223497,1.735473187,0.606805118,1.176903689,4.740706281,3.543761293,3.048350429
12,18.10753577,11.78198734,23.60542562,15.60333758,4.156954906,3.171210254,2.840858779,0.984703944,1.662178145,4.646291809,2.814443108,3.070833774
13,18.60429588,11.7230179,22.47328985,16.82038922,4.250748516,3.840841579,2.926918402,0.694483725,1.999802578,4.243985005,2.791527588,3.719254043
14,18.32887912,11.72303078,21.46096536,17.42893891,5.218187124,3.550997592,2.489910676,1.049325146,1.927569497,4.662672607,3.449425644,4.218550799
15,18.38119602,11.60503264,20.95605705,17.25350024,4.572982303,3.319948534,2.121566153,0.676644983,1.559224974,4.567185875,2.906775075,3.700917305
16,18.1031346,11.4504027,22.95880866,16.59049798,4.161705672,3.838610367,2.519533543,0.9867855,1.659923498,4.319657052,2.805915031,3.740996544
17,19.90200774,12.00891761,21.47846411,16.94784313,5.805480839,3.282480728,2.759713099,0.325254043,1.894702967,5.271373641,3.993180448,3.662179821
18,18.98651892,11.11700844,24.09288116,16.46522286,4.697497274,3.383120249,2.507703129,0.324903667,1.945596791,3.801422604,2.822302547,3.764928583
19,18.16682875,11.98407708,20.94951051,17.37000045,4.266096254,3.404530854,2.138391677,0.696826822,1.281432147,4.681959269,2.891642858,3.684379344
20,18.95402779,12.57975106,21.96048244,17.17995106,4.47872626,4.134234653,2.651014293,0.779944256,2.005398132,4.764079612,3.396676841,3.695026699
21,19.71528352,11.3892677,23.26588115,15.88446687,5.773001171,2.760786316,2.39343602,0.785150928,1.650738529,5.474602085,4.036503303,3.050468644
22,18.69989049,12.6783366,21.13732859,17.84527398,5.542138899,3.170429782,1.926225925,0.680322215,1.182724604,5.61220453,4.176841852,4.230316921
