,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0,18.9044287,12.44807262,20.9279822,17.15017329,5.042852319,3.803146362,2.560418862,0.314711503,2.190596268,4.572849355,3.436211234,4.367329284
1,18.963952,12.797846,23.78060459,16.12493736,4.349348622,3.08886322,2.358379377,0.424143362,2.010084799,4.890591575,2.908630964,2.898313776
2,18.96877309,11.37149968,22.04060039,16.80751089,4.820840535,3.438148203,2.004975212,0.589191583,1.445529045,4.739678308,3.544656161,3.55364978
3,19.38042698,12.14559795,22.95319735,16.17766663,4.918896164,3.348543471,2.405561491,0.683940092,1.852268485,5.105308592,3.42582471,3.057604411
4,18.5980215,11.49998283,23.00691469,15.79170796,4.441255071,3.151761382,2.108047324,0.993619384,1.681113945,4.34490249,2.891851569,3.042484981
5,18.70705454,12.59547961,20.93162027,17.82083841,5.231663861,3.129042275,1.939827733,0.313184755,1.198270781,5.32648374,4.179479668,4.18607749
6,18.15087507,11.14901232,21.56400841,16.2806917,4.523934192,3.678513801,2.136711159,1.4451082,1.681197877,4.389036966,2.869840088,3.58908049
7,18.28356835,11.56893435,24.64536186,16.56544317,3.849626659,3.680453036,2.2057795,0.505612816,1.480167306,4.029898485,2.948716351,3.759600894
8,18.30849522,11.85922899,23.55591765,15.65247725,3.976374358,3.119329381,2.566599216,0.629593572,1.651061583,4.395026938,2.949378555,3.059494828
9,18.43417355,12.09671986,22.76392168,15.71918938,4.493683301,2.548434286,2.353944851,0.684769971,1.513531011,5.036432722,2.945597215,2.93324156
10,18.17354229,11.55905657,24.04690157,15.56463795,4.126327336,3.127497423,2.371540305,0.810164935,1.625810749,4.28090041,2.825589865,3.069733907
11,19.05318625,12.89549225,21.79239203,16.62705426,4.415807481,3.477920237,2.793648791,0.669777826,1.988488035,5.023625605,3.545844758,3.059294534
12,18.30721768,11.46244874,23.99991202,16.01423085,4.145885298,3.635270716,2.644452883,0.702759754,1.765403001,4.159773509,2.878656146,3.639222963
13,18.68852085,12.03242761,24.14713885,16.00152099,4.144077741,3.345159037,2.31752899,0.570812716,1.881466659,4.327530955,2.872732608,3.039300305
14,18.55973304,12.12692748,23.26249117,15.95131586,4.148315712,3.003449256,2.122732917,0.70309731,1.661432988,4.684054961,2.852230453,2.904866718
15,18.54976432,12.33045956,22.70022987,16.16554417,4.233252309,3.329883884,2.519656264,0.320449648,1.462046354,5.012781849,2.893298891,3.716146237
16,18.19553646,11.42247424,23.06575805,15.73211554,4.274099443,3.046986145,2.443300072,1.0878477,1.572694356,4.467761461,2.854956749,3.040297233
17,18.51591739,12.4711399,23.00926487,16.11439074,4.10717848,3.162636062,2.417417895,0.682982921,1.675930398,4.98422836,2.857418993,3.05413299
18,19.01532748,12.29212894,21.37917024,16.6779839,4.770941146,2.937079459,2.286184369,0.786539317,1.448297702,5.047854333,3.684829406,3.053486814
19,19.06091542,12.06430576,22.54457777,16.4826071,5.532203709,2.691552629,2.437900087,0.319017541,1.563299031,5.342157059,4.100528832,3.719648677
20,18.43448955,11.23412194,23.12632851,16.32721282,4.79937757,3.311642716,2.13115769,0.868754115,1.672957038,4.294662768,2.849684551,3.601303845
21,18.91552495,11.86057283,21.46639956,17.45763237,5.07433886,3.502711622,2.195327826,0.75183074,1.377894125,4.911801822,3.386167664,3.695433264
22,18.08668485,13.19502209,22.99175014,15.92429002,4.594005366,2.799031305,2.823517174,0.59416408,1.455260427,5.902812557,3.45631754,3.522047164
23,18.45899367,12.53201448,22.96983297,16.23380064,3.88250112,3.612184099,2.43894975,0.770952097,2.09884288,4.61138449,2.840040282,3.069923495
24,18.16364334,11.25054874,21.53249015,17.03370119,4.490008607,3.295995212,1.734886493,0.845979888,1.275716005,3.986506392,2.823152801,3.583588995
25,18.4971851,11.10147015,23.65887249,15.83768096,4.609515621,3.057558717,2.518166879,1.05044295,1.95547094,4.10750913,2.899741778,3.075060093
26,18.75888946,11.06422623,22.27498229,16.71737614,4.607440898,4.465890203,2.82225196,0.657402522,2.367429608,3.702210178,2.815315218,4.406858266
27,18.39563334,12.09986873,22.97690681,15.45153702,4.200996866,3.052365523,2.744518305,0.728731333,1.862553362,4.803991635,2.919035772,3.030346191
28,18.36129607,11.24408615,24.72866191,15.4131025,4.504516306,2.893702375,2.108737319,1.156652398,1.544659009,4.454061122,2.980563613,2.941428956
29,18.135024,11.47906771,23.63747284,15.94414599,4.272510052,3.623217834,2.438381933,1.029432634,1.666743568,4.424809932,2.834241159,3.551302625
30,18.04286956,11.77190586,22.96053019,17.49662779,4.564044513,3.966031528,2.467122621,1.019303933,2.022109946,4.376024632,3.489067422,4.207861294
31,19.25947124,11.458008,23.28312668,15.7588732,4.982090949,2.555692731,2.290265367,0.318683379,1.547827409,4.790369282,3.605246418,2.943721353
32,19.28457588,11.27800163,21.60702182,16.45320467,5.173663305,3.37822894,2.140554133,0.479563361,1.720752171,4.650058334,3.516606137,3.640608909
33,18.81217206,11.73260662,21.11014975,15.71929028,4.732967146,2.781562703,2.322404946,0.799433467,1.577215641,4.778799058,3.009697242,3.046639652
34,19.13416832,11.89677363,21.08240808,17.6206853,4.314454911,3.753987518,2.274771541,0.314244376,1.949711273,4.144626038,2.991112596,3.730513527
35,18.80610115,12.02775003,22.80499066,16.90976329,3.967289692,3.35034042,2.340729125,0.607282186,1.88011117,4.270654114,2.981085917,3.042162272
36,18.88922368,11.43146817,23.8169668,16.52611006,4.823649166,2.760367023,2.211734346,0.717168062,1.652213818,4.378891076,2.884446902,3.044642573
37,18.03717209,11.76760598,23.53997235,15.77134444,3.863197827,3.129718641,2.671142373,0.681125017,1.672763384,4.234912653,2.839067741,3.04684373
