,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0,18.45219128,11.67269464,24.15894446,16.14897065,4.160876512,3.209130824,2.548751648,0.83877764,1.696394155,4.334441916,2.814261835,3.075046344
1,18.61895144,11.76881584,23.08239639,16.83945718,4.361254564,3.519346569,1.743712497,0.59482826,1.546539646,4.009785444,2.918480594,3.541736754
2,18.61987243,11.77335985,22.95257251,17.0076375,4.35145097,3.679004325,1.738342885,0.587227008,1.541170034,4.010883768,2.921567123,3.702637856
3,18.28859461,11.42712055,23.69681442,16.78174355,3.826508087,4.547247734,2.615747898,1.197045651,2.415177689,3.686284291,2.838634401,3.697895483
4,18.8788736,12.46629464,23.06393371,15.65918228,4.737595871,3.212822136,2.879407968,1.023253133,1.700727334,5.916593759,3.453219768,3.073896467
5,18.53084699,12.06712756,23.88985242,16.2541267,3.815145817,3.970416495,2.659078366,1.240376119,2.458508156,4.281302925,2.886190889,3.077733776
6,18.11107652,11.97129564,23.32450806,16.23874597,3.991437528,3.777943684,2.994113726,0.790216627,1.647065156,4.660733928,2.834728089,3.692680194
7,19.45989887,12.209869,23.16775087,16.46751846,4.742085033,3.526041985,2.233932823,0.815431422,2.043057619,5.07222246,3.570802784,3.048809802
8,18.81054556,11.44097472,22.62162936,17.17529564,4.199430342,3.949237868,2.529112421,0.732602248,2.328694275,3.653898541,2.799320601,3.564971375
9,18.07057577,11.73532328,22.3180767,17.03611333,3.988561074,4.458777124,2.820153137,0.789456956,1.646305485,4.44780601,2.793536263,4.374273305
10,18.37883442,11.3577984,22.31331074,17.00429131,4.309976205,4.359661308,2.790886449,0.689817705,1.921122546,4.076610926,2.792621377,4.374796739
11,18.78352277,11.41359461,22.94254718,16.38412178,4.666039067,3.313025933,2.771411603,0.325254043,1.90640147,4.12496308,2.845713449,3.692725027
12,18.53035346,12.44761066,23.87286498,15.99635686,3.82799986,3.971958347,2.946134163,1.247779497,2.462026246,4.665436203,2.881148009,3.076122278
13,18.18896762,11.35373566,22.68721397,17.72757813,4.456622937,4.924152343,2.56638186,1.15769537,2.110685029,3.842233412,2.797993574,4.370555618
14,18.37305349,11.04471613,22.31334084,17.32702081,4.304604415,4.360548732,2.478982812,0.689847809,1.921121809,3.760075238,2.7923614,4.375394082
15,18.60135044,11.74128553,23.50497309,16.16962286,4.312672769,3.797110935,3.142894722,0.741444641,1.972673008,4.417756667,2.804392674,3.76061943
16,17.93102252,11.27815541,22.3246668,17.10416924,4.245383857,4.450624947,2.380115285,1.148919504,1.637157633,4.241047852,2.79719217,4.379926696
17,18.33673297,11.39445891,23.30987364,16.18919511,4.572969221,3.783398308,2.866379819,1.148628554,2.026577662,4.353902944,2.839298882,3.697681335
18,18.44455446,11.42606041,23.31119798,16.42057547,4.31877047,3.68468849,2.786062121,0.696193446,1.927348323,4.132598715,2.834468111,3.693188203
19,18.12472149,11.33098664,23.51133191,16.54349578,4.237363911,3.882917616,2.425912637,1.194716855,1.682954985,4.251928585,2.808072903,3.766422014
20,18.12978311,11.50084995,23.93311438,15.92142598,4.154676625,3.159746012,2.529814343,0.97193879,1.651040958,4.357485829,2.852386965,3.070034479
21,18.49738656,11.51030038,23.49711485,17.08746799,3.86832337,4.253451384,2.245209218,0.825870795,2.053488752,3.704363939,2.808368102,3.765788068
22,18.3943456,11.75396179,23.94641692,16.27558538,3.879935047,3.52123492,2.382368763,0.783874807,2.012529866,3.930973722,2.857252958,3.074530491
23,18.14499658,11.709366,23.09815993,16.32015868,3.981482911,3.638081679,2.601955208,0.689288297,1.652588775,4.305695186,2.795981724,3.551144097
24,18.76229803,11.61875749,22.88826673,16.4043222,5.02557476,3.781584501,2.482831149,1.156086584,1.649259734,5.176424565,3.426292976,3.699127574
